#{"t_start": 1733438642.8664284, "env_id": "None"}
r,l,t
-413.871882,5,1066.523994
281.921945,10,1066.847532
-471.475299,4,1067.289716
-198.359482,10,1067.805823
-474.473951,7,1068.092598
-351.032546,12,1068.785136
-498.865369,3,1068.919405
-376.693157,10,1069.306394
-130.071903,11,1069.802531
-442.226405,10,1070.086449
-435.251647,8,1070.39814
-478.823964,10,1070.66662
-447.685345,4,1070.800257
-498.216412,5,1071.007379
225.893541,7,1071.201351
-481.437646,12,1071.598344
-473.494425,12,1072.276963
-466.230087,10,1073.430291
-482.832435,11,1073.719515
-497.709564,5,1073.965698
-454.044418,9,1074.334779
-497.220954,4,1074.569173
-295.777222,12,1076.597676
-497.307495,2,1077.1004
-489.560172,3,1077.296035
-470.272343,6,1077.444127
-323.712664,8,1077.702279
-385.572983,8,1077.896835
-493.471463,9,1078.112653
-493.547849,3,1078.188989
4700.142276,9,1078.441445
-452.311554,8,1078.645848
-298.673461,6,1078.794971
-269.168961,8,1079.003909
-382.317653,10,1079.370251
-437.91025,9,1079.61228
-481.860929,7,1079.78791
-429.10097,5,1079.979229
-500.0,1,1080.005821
-471.908895,11,1080.276948
-89.457496,11,1080.557062
-498.906082,3,1080.645188
-496.090366,4,1080.760333
-484.780669,9,1080.976079
-110.916784,11,1081.240488
-491.214766,4,1081.342795
-480.541722,8,1081.663878
637.013607,5,1081.843627
-8.833894,8,1082.084477
-493.372161,4,1082.19437
-307.142113,10,1082.444243
-474.480744,6,1082.610007
-483.611079,5,1082.802851
-498.941967,2,1082.856692
-300.996204,7,1083.04145
-498.554381,4,1083.1459
-498.256033,3,1083.240152
-499.566268,2,1083.293395
-488.708866,6,1083.466111
2535.503697,7,1083.646087
-500.0,1,1083.672505
-495.399863,5,1083.801607
-471.676422,5,1083.934116
-260.979379,8,1084.160703
-498.19124,2,1084.213341
-436.756504,8,1084.41676
-180.346468,12,1084.863678
-499.380584,3,1084.975334
-492.519404,8,1085.192647
-500.0,1,1085.245366
-356.063007,9,1085.483022
-319.874666,10,1085.758015
-480.49476,6,1085.90559
3905.885277,11,1086.231005
-492.173147,4,1086.333503
-496.854562,4,1086.443576
-395.120755,11,1086.818098
-497.87416,4,1086.948431
-477.930642,5,1087.115199
-476.056685,12,1087.479337
-491.12857,9,1087.702829
-418.599244,12,1088.017098
-318.865183,10,1088.280828
-498.447361,2,1088.347372
-498.012227,3,1088.426663
-498.819018,2,1088.4825
-451.796919,6,1088.63389
-279.127971,12,1088.984287
-400.686008,7,1089.163405
-463.334338,3,1089.239589
-375.48442,8,1089.449966
-390.672638,4,1089.551478
-451.539218,6,1090.939184
-462.427729,5,1091.12176
-458.277444,13,1091.483378
-488.191372,9,1091.770455
-470.652378,7,1092.145484
-373.74159,13,1092.446857
-419.021707,7,1092.646311
-492.554695,4,1092.746745
-500.0,1,1092.7728
-481.828407,6,1092.922883
-299.335173,7,1093.113168
-399.84812,6,1093.272603
-493.345701,5,1093.395664
-499.72814,2,1093.446904
-430.033455,7,1093.619184
-464.62678,10,1093.871299
-499.416785,3,1093.952827
-500.0,1,1093.978476
-488.070955,10,1094.212977
-386.232929,10,1094.49925
-496.342976,5,1094.635859
-485.064756,8,1094.871426
-500.0,1,1094.905372
-228.935266,8,1095.436369
-497.219708,6,1095.974923
-467.742546,8,1096.211692
-480.895957,11,1096.542794
-500.0,1,1096.568167
-474.492845,4,1097.258137
44.522774,13,1098.43109
-496.996357,5,1098.552785
-499.547528,2,1098.603004
-488.086598,2,1098.661377
-490.027595,9,1098.932983
-391.784435,6,1099.076193
-405.884102,7,1099.283261
-213.476204,11,1099.712218
-481.231771,6,1099.849406
-498.75512,3,1099.923344
-485.891202,8,1100.189491
-432.714539,6,1100.338783
-365.426689,10,1100.571294
-495.907367,5,1100.694533
-482.408072,10,1100.974348
-434.248531,7,1101.140865
-496.397805,2,1101.190498
-486.769765,10,1101.479954
-498.991775,2,1101.529071
-483.577806,5,1101.763888
-500.0,1,1101.859926
2531.559064,11,1102.411271
-497.620833,3,1102.585649
-499.14839,3,1102.757301
-489.672866,3,1102.834159
-496.404712,2,1102.887659
-482.166258,3,1103.091864
-499.655439,2,1103.155264
-478.614502,4,1103.395151
-413.42548,6,1103.772017
-467.813115,10,1104.038185
-482.644895,6,1104.530873
-497.157912,3,1104.651086
-494.634955,2,1104.707415
-491.447214,5,1105.167832
-488.073185,8,1105.42798
-474.46918,10,1105.790155
-499.454964,2,1105.908172
-494.810988,4,1106.132286
1069.058574,11,1106.569514
-349.875184,8,1106.757771
-478.754835,7,1107.068732
-494.851801,6,1107.237149
-500.0,1,1107.262803
-438.149337,7,1107.469009
-499.743595,2,1107.518905
-179.860663,9,1107.820647
-485.736041,8,1108.026958
-490.882914,10,1108.572814
-343.700537,7,1108.961285
-375.623829,12,1109.231894
-494.631315,8,1109.424922
-354.533601,16,1109.83749
-500.0,1,1109.863364
-347.72151,13,1110.23369
-500.0,1,1110.266554
-497.843126,4,1110.393889
-486.261063,9,1110.633557
-489.988197,10,1110.954139
-473.225817,11,1111.232553
-431.160124,11,1111.550851
-494.669079,8,1111.744442
-232.024175,7,1111.916505
-499.668483,2,1111.970006
-477.947967,7,1112.188377
-193.071065,12,1112.47094
-198.903762,3,1112.546866
-492.732772,4,1112.648081
-492.402798,9,1112.950744
-492.126862,8,1113.198604
-495.653517,5,1113.321062
-446.829652,4,1113.438257
-270.699096,7,1113.610774
838.792407,13,1114.085367
-493.685886,4,1114.236685
-81.95658,10,1114.471627
-499.033018,3,1114.546776
-497.753012,3,1114.621769
-496.555494,3,1114.697401
-483.481712,7,1114.911654
-245.196993,9,1115.125726
-437.493825,8,1115.318836
-439.584631,5,1115.494619
-480.012919,5,1115.618429
-403.379679,5,1115.742329
-895.985995,8,1115.951406
-457.200411,7,1116.170753
-486.162518,7,1116.338703
-486.700013,6,1116.499956
-393.95495,9,1116.733901
-489.485446,9,1116.947933
-484.240387,9,1117.161155
-494.922358,6,1117.342281
-261.078824,10,1117.590406
-492.729943,7,1117.807577
-490.042269,8,1118.005873
-367.807943,9,1118.227482
-198.726087,13,1118.570962
-476.174077,7,1119.562351
-473.570872,5,1120.111615
-462.124989,12,1120.874765
-445.553173,9,1121.090495
-488.417182,5,1121.246906
-490.607641,3,1121.345882
-330.298779,7,1121.563776
-260.973795,11,1121.903467
-417.554461,10,1122.181693
-497.068768,2,1122.235011
-493.87431,5,1122.367706
-302.909558,9,1122.636341
-499.358531,3,1122.711848
-295.130579,5,1122.83818
-474.635149,13,1123.207341
-474.56555,3,1123.283372
-462.281574,8,1123.483978
-459.294223,10,1123.721961
-426.510054,8,1123.939383
-400.556219,12,1124.277806
-432.427718,7,1124.538935
-473.361878,12,1124.827367
-492.2405,7,1125.031954
-497.245493,5,1125.167645
-482.080976,7,1125.342509
-417.220274,7,1125.513488
-423.803781,6,1125.672194
-487.286265,3,1125.768692
-376.827868,9,1125.982339
-492.061057,7,1126.162259
-493.690262,5,1126.28612
4310.032246,2,1126.348381
-78.309914,9,1126.618291
-493.621791,8,1126.818939
-475.541368,5,1126.948876
-266.402085,7,1127.134821
-425.644959,11,1127.405303
-496.408051,2,1127.45632
-475.398315,12,1127.772331
-469.17193,7,1127.97611
-411.226638,10,1128.236509
-500.0,1,1128.262534
-498.108402,3,1128.374147
-497.464927,4,1128.493718
-470.448958,5,1128.623302
-465.204308,14,1128.949453
-468.992631,9,1129.220419
-386.20622,12,1129.513289
-499.293188,2,1129.565317
-410.104413,3,1129.658251
-310.60079,16,1130.034866
-470.516923,9,1130.383381
-456.675101,6,1130.666993
-489.951198,3,1130.74594
-497.533223,4,1130.84954
2192.095341,8,1131.09159
-489.936437,8,1131.284899
-500.0,1,1131.310774
-479.143418,3,1131.386818
-473.318382,6,1131.536929
-451.309562,5,1131.725816
-478.41432,3,1131.806368
-500.0,1,1131.832655
-416.061347,13,1132.135115
-475.550105,5,1132.272078
-489.664718,8,1132.508231
-499.555209,2,1132.559665
-478.252051,7,1132.740127
-468.41583,5,1132.864332
-166.090986,6,1133.0798
-97937.919595,8,1133.273197
-494.952512,7,1133.445619
-495.760412,4,1133.55545
-491.474094,8,1133.784903
-333.080096,7,1134.011166
-490.974824,3,1134.402511
-186.549129,8,1135.342867
-500.0,1,1135.369547
-445.762421,12,1135.90638
-467.375199,5,1136.032665
-474.689016,5,1136.309766
-492.413473,8,1136.846753
-461.977515,9,1137.211148
-487.351422,6,1137.587247
-447.838305,11,1137.911333
-485.290831,8,1138.304421
-491.05048,6,1138.596964
-486.522846,5,1139.096771
-484.260638,6,1139.569402
-424.704776,5,1140.042256
-478.738741,10,1140.574954
-498.664144,2,1140.892851
-498.644819,2,1141.322725
-276.729527,10,1142.99828
-398.157349,10,1143.567019
-317.337706,11,1144.145716
-373.614866,6,1144.305215
-476.427606,7,1144.583874
-479.108085,4,1144.684002
-497.90778,3,1144.760143
-480.326793,4,1144.863649
-491.31307,7,1145.079249
-477.75008,5,1145.205078
-500.0,1,1145.232601
-446.770628,3,1145.308085
-497.167886,5,1145.432161
-486.441511,8,1145.625497
-489.252347,10,1145.887612
-299.578221,6,1146.034477
-495.886234,5,1146.157795
-454.975085,10,1146.421805
-484.843782,11,1146.683624
-490.633234,4,1146.79526
119.727873,8,1147.023591
-466.709642,8,1147.227733
-495.453183,6,1147.374433
-337.248687,13,1147.733486
-357.222407,10,1147.979406
3620.750216,13,1148.299636
-410.544135,7,1148.504411
-419.892533,7,1148.681393
-128.286226,13,1148.982563
-500.0,1,1149.012695
-496.463128,4,1149.120445
1476.216449,14,1149.435853
-498.026117,2,1149.486964
-500.0,1,1149.512739
-493.940465,2,1149.563949
-250.554691,10,1149.865845
-493.616146,3,1149.971817
-491.593192,6,1150.122214
-498.152298,2,1150.173788
-428.017356,12,1150.553511
-485.624157,4,1150.666786
-498.726119,3,1150.747195
-310.779956,9,1151.061559
-481.250217,9,1151.29104
-488.347863,3,1151.367294
-479.653546,2,1151.418868
-494.43366,4,1151.532538
10642.817502,11,1151.834194
-417.268815,12,1152.137528
-498.995008,2,1152.194982
-397.401759,13,1152.560611
-431.357357,7,1152.731601
173.593691,11,1153.041312
-486.35711,3,1153.122315
-497.991162,4,1153.221837
-475.607529,9,1153.437165
-460.703499,7,1153.644078
-483.984432,10,1153.884779
-491.495767,2,1153.947308
523.955487,10,1154.366153
-499.451911,2,1154.412987
-322.5439,11,1154.68268
-490.587576,9,1154.992715
-354.468989,9,1155.315502
124.22412,7,1155.535809
-473.914254,4,1155.666072
-492.226815,3,1155.74259
-479.637687,4,1155.84375
-476.869451,6,1156.003828
-481.858355,2,1156.055509
-495.204435,6,1156.258953
-469.765523,10,1156.510644
-316.468183,12,1156.80261
-437.575543,9,1157.042608
-459.554708,9,1157.267748
-492.546647,2,1157.321165
-439.72028,4,1157.425654
-473.811214,6,1157.611085
-484.065854,8,1157.810129
-466.900945,8,1158.025911
-493.316442,6,1158.239798
-428.530966,8,1158.443301
-500.0,1,1158.470238
-498.069422,3,1158.550126
-494.1693,5,1158.67613
-484.786001,5,1158.865674
-482.501637,8,1159.060433
-486.138717,4,1159.161986
-495.232473,4,1159.262989
-417.622063,12,1159.600842
-495.192595,6,1159.766579
-476.491649,10,1161.052667
-496.419001,4,1161.158436
-487.384281,5,1161.308212
-404.25843,9,1161.947536
-490.589528,6,1162.193265
-493.695341,6,1163.795216
-384.021978,5,1165.263723
-478.518105,10,1166.782133
-469.774314,9,1167.467652
-484.439703,8,1167.686507
-402.198358,15,1168.130867
-495.793073,6,1168.440291
-497.726275,2,1168.490725
-439.355021,8,1169.05758
-500.0,1,1169.083413
-500.0,1,1169.17337
-490.776643,3,1169.249006
-495.949598,3,1169.373809
-365.795549,11,1169.812513
-492.877154,6,1170.026606
-441.595296,6,1170.33843
-483.632365,12,1170.653568
-499.470487,2,1170.706933
-497.803467,5,1170.837909
-497.612375,4,1170.944267
-295.214216,9,1171.180753
-454.814921,4,1171.32777
-495.699276,2,1171.38131
-386.124089,8,1171.598292
-500.0,1,1171.62535
-497.561346,3,1171.70491
3561.49042,9,1172.386532
-500.0,1,1172.535368
-483.824687,7,1173.071188
-404.437141,4,1173.742364
-465.484449,7,1174.735762
-490.110674,7,1175.834901
-455.400465,8,1176.946669
-498.913997,3,1177.097237
-460.5851,6,1177.243985
-376.254022,4,1177.344063
-491.473146,7,1177.655173
-361.98407,14,1178.078419
-487.046826,8,1178.322878
-465.332589,10,1178.727926
-478.216065,10,1178.963526
-423.849399,5,1179.086626
-308.055083,8,1179.29895
-481.09471,10,1179.532654
-492.115544,5,1179.661491
-492.539753,6,1179.811849
-451.592344,5,1179.947715
-303.468497,11,1180.220439
-460.755087,5,1180.344355
-444.198096,9,1180.562696
-495.205947,6,1180.719333
-481.637041,8,1180.915339
-442.286399,9,1181.138522
-494.655027,5,1181.276555
-495.339628,6,1181.447036
-473.577955,6,1181.606065
-399.419992,13,1181.973476
-478.010491,6,1182.131261
-418.14398,8,1182.325997
-471.839179,5,1182.451188
-492.975496,5,1182.642296
-483.849968,6,1182.789924
-371.555432,4,1182.891047
-475.153994,11,1183.15029
-393.275534,8,1183.390048
-486.698071,3,1183.469765
-496.582849,3,1183.548869
-479.035568,7,1183.728808
-405.720409,12,1184.074432
-362.473822,8,1184.273268
-494.984584,4,1184.376044
-496.985971,2,1184.44308
-458.99236,6,1184.636616
-485.23506,8,1184.829007
-406.512529,6,1184.984873
-497.28463,4,1185.088055
-300.642218,9,1185.352687
-304.064291,6,1185.508662
-419.83399,7,1185.678738
-324.714442,9,1185.925158
-495.150085,5,1186.054169
-493.380561,4,1186.158416
-104.251529,7,1186.336197
-485.497686,9,1186.601227
-469.164214,5,1186.728868
-498.522992,4,1186.832403
-467.943533,4,1186.940133
-135.453213,8,1187.183714
-494.731579,4,1187.292794
-455.947644,6,1187.452816
-481.723454,6,1187.612718
-440.768581,9,1187.873934
-395.39355,6,1188.030967
-492.727986,3,1188.113319
-483.087389,10,1188.358362
-474.62773,7,1188.560969
-493.623467,7,1188.741895
-498.765514,2,1188.79638
-497.034912,4,1188.906156
-433.841637,6,1189.138736
-500.0,1,1189.164542
-497.387182,2,1189.21604
-481.068374,9,1189.442509
17.956487,9,1189.659992
-434.650907,12,1189.942258
-424.970861,10,1190.176917
-495.283036,6,1190.333135
-497.391733,4,1190.469759
-478.411233,6,1190.618915
-497.510497,2,1190.669898
-471.205385,5,1190.793599
-486.854802,6,1190.940791
-487.167232,10,1191.189436
-405.383724,6,1191.339432
-488.942464,6,1191.488763
-365.371925,11,1191.750015
-493.494069,3,1191.831911
-484.579539,4,1191.942339
-390.516,7,1192.11282
-471.700142,11,1192.368512
-473.237335,4,1192.517889
-488.547343,9,1192.732334
-399.93575,2,1192.783454
-469.975971,6,1192.931194
-245.950301,9,1193.206174
-309.885667,10,1193.450071
-344.537012,9,1193.6641
-446.78057,10,1193.930065
-397.361324,12,1194.218368
-500.0,1,1194.243989
-413.030733,7,1194.460135
-496.603631,2,1194.511453
-496.700982,6,1194.657669
-483.482962,6,1194.803877
-462.037101,6,1194.951092
-466.218227,10,1195.234811
-496.857014,2,1195.285682
-448.79414,10,1195.531345
-405.289475,5,1195.709104
-488.614385,6,1195.854812
-495.759167,3,1195.9303
-478.608194,5,1196.062849
-486.087926,8,1196.285649
4.507671,14,1196.608883
-497.666476,2,1196.659708
-497.841341,3,1196.736101
-442.074369,9,1197.067791
-499.613875,2,1197.199713
-469.423375,6,1197.451962
-496.733228,3,1197.62817
-497.987261,5,1197.914776
-500.0,1,1197.953001
-426.645177,8,1198.301488
541.824169,10,1198.568412
-328.190376,7,1198.746516
-335.729763,7,1199.151113
-469.502854,8,1199.391096
-500.0,1,1199.416801
-490.501733,8,1199.721631
124.190589,7,1200.159443
-495.910186,7,1200.476914
-438.738925,8,1200.780757
-462.1335,5,1200.993328
-459.207175,7,1201.176035
-498.505398,2,1201.336996
-491.509546,7,1201.644688
-495.583093,7,1201.973491
-477.722515,5,1202.144506
-498.986544,3,1202.245779
-449.729321,6,1202.54931
-482.49474,3,1202.626635
-478.388678,7,1202.816137
-493.610901,8,1203.011621
-291.168774,6,1203.16392
-351.628592,5,1203.288998
-498.898921,3,1203.3843
-319.752524,14,1203.73543
-488.248281,3,1203.814969
-448.984406,5,1203.941204
-494.473241,4,1204.043381
-498.836277,3,1204.169699
-483.057881,6,1204.318413
-382.12724,9,1204.534336
-487.589267,10,1204.818867
-468.539091,8,1205.01164
-494.4941,4,1205.112169
-484.886162,5,1205.236091
-489.679449,5,1205.3603
-496.291412,4,1205.473446
-483.492168,9,1205.69517
-493.754863,6,1205.843692
-450.624837,7,1206.02345
-238.594432,3,1206.138108
-289.636712,6,1206.297595
-448.277413,9,1206.513495
-488.436469,11,1206.798573
-493.605916,4,1206.908903
-492.255124,3,1206.987084
-497.20066,5,1207.113026
-493.39841,3,1207.189583
-497.366638,5,1207.321788
-493.289993,3,1207.403231
-497.290668,6,1207.577407
-483.396611,4,1207.68153
-448.052681,10,1207.920343
-395.334185,9,1208.20126
-431.559584,6,1208.350793
-481.388002,9,1208.565518
-471.083569,4,1208.66894
-126.034892,7,1208.860259
-482.24705,4,1208.966139
-492.251766,4,1209.067462
-462.21807,5,1209.191789
-331.628551,10,1209.475071
-487.742282,10,1209.71513
-326.726002,11,1209.98009
198.731795,9,1210.240456
-442.873985,5,1210.366854
-431.19891,11,1210.625737
-469.04692,7,1210.845385
-436.329901,7,1211.018155
-486.09847,4,1211.118494
-498.414566,3,1211.203478
-467.439405,5,1211.329614
-496.607203,5,1211.500909
-1002.073817,4,1211.601758
-500.0,1,1211.627799
-496.724276,6,1211.780625
-500.0,1,1211.80655
-496.887471,2,1211.858905
-500.0,1,1211.884809
-452.075309,10,1212.189899
-500.0,1,1212.215929
-481.58586,6,1212.366705
-428.567292,6,1212.515249
-494.486574,3,1212.592392
-412.331563,13,1212.905259
-490.784424,5,1213.033605
-381.165394,11,1213.298065
-442.410797,10,1213.564645
-490.108546,5,1213.690311
-479.544487,5,1213.817256
-476.54389,4,1213.918559
-454.81882,9,1214.187016
-482.041918,8,1214.391511
-496.612014,4,1214.492476
-384.698269,11,1214.805576
-176.687788,8,1215.003287
-494.45944,6,1215.153251
-287.619271,6,1215.339653
-450.125568,8,1215.535754
-490.093772,6,1215.683332
-357.386119,12,1216.002806
-384.40184,5,1216.126959
-458.778682,6,1216.283253
-445.793322,7,1216.462807
-485.48915,6,1216.641132
149.37456,9,1216.855297
-359.725336,7,1217.032003
-491.879152,5,1217.160677
-483.8038,10,1217.424554
-476.280164,12,1217.703398
-475.125768,10,1217.999452
-478.269841,8,1218.198787
-409.918728,9,1218.423525
-466.240856,7,1218.658909
-495.696396,7,1218.834266
-498.478572,4,1218.939653
-66.419902,11,1219.201765
-311.600589,12,1219.509143
-487.332188,6,1219.659014
-415.93079,12,1219.983832
-491.290678,8,1220.181273
-356.988087,8,1220.377265
57.214106,11,1220.690987
-421.375869,8,1220.891603
-500.0,1,1220.920171
-457.913007,6,1221.078588
72.163579,7,1221.281
-447.749776,7,1221.467444
-467.759743,4,1221.569663
-499.368381,2,1221.622509
-403.306665,10,1221.896299
-497.889252,4,1222.011901
-479.606439,6,1222.162911
-492.272579,2,1222.215778
-415.561645,6,1222.367316
-499.431038,2,1222.422437
-422.687069,9,1222.686445
-352.723614,7,1222.872345
-462.737462,14,1223.230415
-464.223649,10,1223.470468
-463.325597,9,1223.686292
-353.973858,9,1223.925374
-242.414352,10,1224.181958
-472.837201,8,1224.376976
-434.217911,8,1224.978109
-498.420056,3,1225.068471
-432.035025,8,1225.243867
4231.115649,17,1225.544453
-418.182107,4,1225.608202
-499.252829,2,1225.64138
-497.753513,3,1225.689389
-495.376207,2,1225.722547
-451.1611,7,1225.883651
1157.264527,11,1226.059116
-460.988423,11,1226.332358
-477.87215,6,1226.586864
-444.712774,12,1226.893518
-374.31645,10,1227.189681
-482.93647,11,1227.460055
-487.305738,9,1228.735277
61.705468,14,1229.841045
-499.340884,2,1230.15815
-496.648622,5,1230.791764
-478.689463,3,1231.139941
-493.147737,3,1231.487911
-492.243771,3,1231.578493
278.825943,14,1231.892581
-435.337822,7,1232.078833
-500.0,1,1232.109533
-495.240332,6,1232.255664
-390.454501,9,1232.469844
-486.757229,5,1232.593319
2275.199174,9,1232.861033
-471.195036,4,1232.964656
-482.516106,11,1233.220569
-469.706178,7,1233.448507
-469.718159,8,1233.648835
-443.277401,5,1233.787015
-411.607319,8,1233.982594
-491.7536,3,1234.095166
-370.098561,5,1234.233639
-494.59156,6,1234.382959
-500.0,1,1234.414456
-488.447885,5,1234.538333
-493.570401,7,1234.750298
-495.011708,6,1234.951766
-457.630271,6,1235.098963
-498.055673,3,1235.17809
-452.392191,12,1235.524832
-487.918868,2,1235.578925
-496.108575,2,1235.632708
-474.793757,9,1235.859275
82.106191,5,1236.004197
-457.735843,11,1236.323564
-500.0,1,1236.349838
545.676754,14,1236.719537
-322.448832,16,1237.088982
-458.063225,6,1237.243483
-497.237348,2,1237.297905
-447.540903,7,1237.477012
-465.720645,5,1237.605707
-492.515494,8,1237.800911
-242.683709,11,1238.082193
-422.552781,11,1238.347461
-448.726913,7,1238.517951
-462.602157,3,1238.65164
-486.652333,9,1238.883132
-500.0,1,1238.915707
-426.366342,13,1239.216531
-488.314808,7,1239.430353
-449.601495,6,1239.579319
-279.31148,8,1239.771556
-493.635822,5,1239.89613
-435.502347,10,1240.204741
-432.034673,11,1240.461103
-328.699231,8,1240.714748
-239.384988,12,1241.001499
-473.003985,5,1241.125885
-441.892521,6,1241.337531
-500.0,1,1241.363546
-330.906563,14,1241.68334
-493.305899,7,1241.85844
-489.729847,8,1242.064969
-480.945513,3,1242.141144
-499.446547,2,1242.194216
-274.449518,8,1242.385538
-429.692261,6,1242.5924
-491.768618,5,1242.716077
-494.750672,4,1242.816731
-464.370897,3,1242.903821
-498.12105,5,1243.028476
-493.514396,4,1243.129099
-428.771236,9,1243.392881
-493.997695,4,1243.49699
9688.982076,8,1243.693722
-499.78676,2,1243.745065
-481.377757,10,1244.012622
-461.087446,4,1244.112865
-472.869511,8,1244.306281
-436.358177,6,1244.462938
-479.252941,11,1244.753071
-413.390037,9,1244.977149
-498.099512,3,1245.054395
-476.671637,5,1245.215799
-491.492869,4,1245.32485
-495.062809,5,1245.449463
-397.966874,9,1245.665223
-431.862298,8,1245.896259
-494.738356,7,1246.078145
-479.425467,3,1246.154354
-490.210131,10,1246.391663
-18.715285,7,1246.588449
-399.467893,6,1246.756204
-381.246687,7,1246.926018
6691.164126,17,1247.33683
-483.663083,8,1247.53993
-472.553642,8,1247.733942
-337.344355,9,1247.96653
-483.214574,10,1248.216729
-495.332948,6,1248.368662
-193.631764,12,1248.673757
1663.538465,11,1248.93486
-490.530198,4,1249.036694
-311.336424,4,1249.136721
-494.638054,4,1249.237224
-482.489998,6,1249.437291
-341.644173,11,1249.694285
-457.950728,5,1249.818624
-436.891222,13,1250.151871
-166.549037,11,1250.411379
-495.810257,2,1250.462961
-490.571209,3,1250.544925
-452.676958,7,1250.771151
-364.690194,10,1251.005724
-478.243585,5,1251.136423
-493.570088,2,1251.187992
-492.460672,4,1251.318721
-441.664176,7,1251.516663
-468.556346,5,1251.650097
-498.033233,4,1251.764968
-476.954212,7,1251.963776
-494.804212,3,1252.654614
-480.073785,12,1254.042194
-458.952786,10,1254.290454
-443.701765,6,1254.493005
-496.043956,5,1254.625409
-437.392136,7,1254.811482
-438.878564,8,1255.020681
-491.394944,5,1255.18368
-380.696008,10,1255.448829
-499.394209,2,1255.504998
-34.908094,6,1255.663685
-498.861138,2,1255.717562
-396.929533,8,1255.963927
-414.463061,8,1256.170414
-485.282825,12,1256.507755
-141.300027,17,1256.903154
-465.376964,7,1257.123503
-498.877674,2,1257.187581
-310.588928,14,1257.509913
-473.712875,12,1257.818669
-271.362674,8,1258.013563
-368.797159,5,1258.159409
-457.927704,8,1258.37325
-500.0,1,1258.402125
-351.325629,7,1258.582061
-497.253148,6,1258.736508
-499.250592,2,1258.79811
-459.220087,5,1258.925286
-420.837364,7,1259.152215
-325.717666,12,1259.762934
337.828524,6,1259.939175
-478.250142,8,1260.160678
-476.109808,10,1260.396067
-464.910809,15,1260.756405
-466.002557,4,1260.855678
-463.725652,6,1261.002777
-86.470925,10,1261.283193
-500.0,1,1261.308473
-500.0,1,1261.334239
-404.540863,7,1261.510658
-482.673746,6,1261.657498
-443.632867,11,1261.940535
-449.659302,7,1262.116647
-494.473167,3,1262.192074
-488.274987,4,1262.301297
-459.472902,5,1262.432483
-487.32729,8,1262.639981
-495.775659,6,1262.787627
-453.952139,11,1263.045324
-500.0,1,1263.095504
-436.396435,7,1263.30642
-500.0,1,1263.332152
-500.0,1,1263.357824
-471.218439,12,1263.650757
-473.462239,8,1263.883895
-362.254737,6,1264.040619
-481.458718,7,1264.211475
-310.408476,17,1264.609836
-383.605093,10,1264.850231
-347.694536,7,1265.037648
-450.037427,11,1265.304381
-479.277023,9,1265.524381
-427.54307,8,1265.715642
-377.360786,9,1265.934465
-495.451313,2,1265.986531
-475.471094,11,1266.286719
-274.09505,12,1266.577053
-334.882784,10,1267.24703
-448.426383,5,1267.43338
-269.161476,11,1267.944015
-496.955224,4,1268.055879
-488.260182,5,1268.234897
-489.802611,5,1268.355912
-498.742178,2,1268.44121
-336.738685,6,1268.628719
-489.727501,8,1269.032863
-496.656398,2,1269.082929
-36.227504,7,1269.345255
-375.212045,10,1269.584391
-488.935072,9,1269.807956
-488.135331,4,1269.93481
-500.0,1,1269.960639
-488.97108,4,1270.061789
-352.751738,9,1270.276068
-484.853136,7,1270.451128
698.42994,5,1270.613554
-442.715103,15,1270.952583
-462.565497,8,1271.190925
-489.785202,5,1271.315951
-485.654594,9,1271.546808
-344.901875,9,1271.785534
-486.245864,7,1271.964634
-489.032396,8,1272.158793
-446.875789,10,1272.415053
-324.847837,14,1272.735041
-494.64244,6,1272.883202
-436.702121,10,1273.131562
-371.31684,6,1273.278893
-454.724768,7,1273.449159
496.256248,8,1273.645558
-351.75699,11,1273.903652
-492.700778,4,1274.003462
-360.596439,10,1274.265265
-495.543487,5,1274.391475
-268.806245,11,1274.649221
-426.33078,9,1274.868066
-390.838414,13,1275.179725
-494.582912,5,1275.302313
-489.060882,11,1275.623883
-481.474828,4,1275.723541
-486.905613,9,1275.937442
-440.854594,3,1276.016021
-462.188234,6,1276.221464
-438.661922,7,1276.39402
-494.318096,6,1276.54015
-416.875394,11,1276.797693
-500.0,1,1276.858451
-498.123728,3,1276.941313
-476.271324,6,1277.087085
-483.888364,10,1277.321549
-165.71675,9,1277.562223
-476.016256,6,1277.708048
-497.046697,5,1277.831424
-387.309137,10,1278.115301
-486.521124,6,1278.271507
-484.540484,5,1278.394562
-470.733448,7,1278.565939
-466.04117,4,1278.666564
-486.172008,4,1278.793016
-490.893508,6,1278.940756
-433.231854,5,1279.064096
-492.487351,6,1279.211564
-313.312727,7,1279.4406
-387.591562,3,1279.518322
-497.067865,2,1279.579175
-497.85159,3,1279.654587
-486.05917,9,1279.867421
-457.521806,7,1280.047205
3511.776096,7,1280.217004
-409.370938,8,1280.415405
-405.667982,7,1280.595102
-485.391692,3,1280.689766
-460.370671,6,1280.83993
-472.731839,6,1280.987259
-420.248189,12,1281.263327
-478.960865,6,1281.448836
-494.20941,5,1281.571484
-499.423486,2,1281.624738
-456.100201,11,1281.912848
-452.693936,8,1282.137115
-477.32862,4,1282.237101
-495.451367,7,1282.413059
-497.157163,4,1282.515032
-498.366209,4,1282.663493
-479.183584,9,1282.880838
-389.234197,7,1283.052948
-432.719037,7,1283.28219
-447.862034,9,1283.495323
108.374752,12,1283.77199
614.918031,12,1284.047687
-426.719862,8,1284.240402
